genus	freq_nonzero_c1	sign_consistency_c1	freq_nonzero_c2	sign_consistency_c2	freq_nonzero_c3	sign_consistency_c3	cross_cohort_sign_consistent	bh_qvalue
Mongoliitalea	0		0		0			1.0
Mixta	0		0		0			1.0
Pseudocnuella	0		0		0			1.0
Pseudothauera	0		0		0			1.0
Pseudoduganella	0		0		0			1.0
Thalassospira	0		0		0			1.0
Thalassotalea	0		0		0			1.0
Thauera	0		0		0			1.0
Thaumasiovibrio	0		0		0			1.0
Thaumasvirus	0		0		0			1.0
Thermacetogenium	0		0		0			1.0
Thermaerobacter	0		0		0			1.0
Thermanaeromonas	0		0		0			1.0
Thermanaerosceptrum	0		0		0			1.0
Thermanaerovibrio	0		0		0			1.0
Thermincola	0		0		0			1.0
Thermoactinomyces	0		0		0			1.0
Thermoanaerobacter	0		0		0			1.0
Thermoanaerobacterium	0		0		0			1.0
Thermobacillus	0		0		0			1.0
Thermobaculum	0		0		0			1.0
Thermobifida	0		0		0			1.0
Thalassomonas	0		0		0			1.0
Thalassolituus	0		0		0			1.0
Thalassoglobus	0		0		0			1.0
Thalassococcus	0		0		0			1.0
Tequatrovirus	0		0		0			1.0
Tequintavirus	0		0		0			1.0
Terapinvirus	0		0		0			1.0
Terasakiella	0		0		0			1.0
Teredinibacter	0		0		0			1.0
Terribacillus	0		0		0			1.0
Terricaulis	0		0		0			1.0
Terriglobus	0		0		0			1.0
Thermobispora	0		0		0			1.0
Terrihabitans	0		0		0			1.0
Teseptimavirus	0		0		0			1.0
Tessaracoccus	0		0		0			1.0
Tetragenococcus	0		0		0			1.0
Tetrasphaera	0		0		0			1.0
Teubervirus	0		0		0			1.0
Thalassavirus	0		0		0			1.0
Thalassobacter	0		0		0			1.0
Thalassobius	0		0		0			1.0
Terrisporobacter	0		0		0			1.0
Tepovirus	0		0		0			1.0
Thermocaproicibacter	0		0		0			1.0
Thermoclostridium	0		0		0			1.0
Thermostichus	0		0		0			1.0
Thermosulfidibacter	0		0		0			1.0
Thermosulfurimonas	0		0		0			1.0
Thermosulfuriphilus	0		0		0			1.0
Thermosynechococcus	0		0		0			1.0
Thermotoga	0		0		0			1.0
Thermotomaculum	0		0		0			1.0
Thermovibrio	0		0		0			1.0
Thermovirga	0		0		0			1.0
Thermus	0		0		0			1.0
Thetisvirus	0		0		0			1.0
Thioalkalivibrio	0		0		0			1.0
Thiobacillus	0		0		0			1.0
Thiocapsa	0		0		0			1.0
Thioclava	0		0		0			1.0
Thiocystis	0		0		0			1.0
Thiodictyon	0		0		0			1.0
Thermospira	0		0		0			1.0
Thermosphaera	0		0		0			1.0
Thermosipho	0		0		0			1.0
Thermosediminibacter	0		0		0			1.0
Thermococcus	0		0		0			1.0
Thermocrinis	0		0		0			1.0
Thermodesulfatator	0		0		0			1.0
Thermodesulfobacterium	0		0		0			1.0
Thermodesulfobium	0		0		0			1.0
Thermodesulfomicrobium	0		0		0			1.0
Thermodesulfovibrio	0		0		0			1.0
Thermofilum	0		0		0			1.0
Thermochromatium	0		0		0			1.0
Thermogladius	0		0		0			1.0
Thermoleophilum	0		0		0			1.0
Thermoleptolyngbya	0		0		0			1.0
Thermomicrobium	0		0		0			1.0
Thermomonas	0		0		0			1.0
Thermomonospora	0		0		0			1.0
Thermophilibacter	0		0		0			1.0
Thermoplasma	0		0		0			1.0
Thermoproteus	0		0		0			1.0
Thermogutta	0		0		0			1.0
Tepiditoga	0		0		0			1.0
Tepidimonas	0		0		0			1.0
Tepidiforma	0		0		0			1.0
Sulfuriflexus	0		0		0			1.0
Sulfurifustis	0		0		0			1.0
Sulfurihydrogenibium	0		0		0			1.0
Sulfurimicrobium	0		0		0			1.0
Sulfurimonas	0		0		0			1.0
Sulfuriroseicoccus	0		0		0			1.0
Sulfurisphaera	0		0		0			1.0
Sulfuritalea	0		0		0			1.0
Sulfuritortus	0		0		0			1.0
Sulfurivermis	0		0		0			1.0
Sulfurospirillum	0		0		0			1.0
Sulfurovum	0		0		0			1.0
Superficieibacter	0		0		0			1.0
Suspvirus	0		0		0			1.0
Sutcliffiella	0		0		0			1.0
Sutterella	11	0.727	40	0.0	39	1.0	False	1.0
Suttonella	0		0		0			1.0
Sulfuriferula	0		0		0			1.0
Sulfuricurvum	0		0		0			1.0
Sulfuricella	0		0		0			1.0
Sulfuricaulis	0		0		0			1.0
Streptococcus	0		0		0			1.0
Streptomonospora	0		0		0			1.0
Streptosporangium	0		0		0			1.0
Stupnyavirus	0		0		0			1.0
Stutzerimonas	0		0		0			1.0
Stygiolobus	0		0		0			1.0
Subtercola	0		0		0			1.0
Succinivibrio	0		0		0			1.0
Svunavirus	0		0		0			1.0
Suicoccus	0		0		0			1.0
Sukhumvitvirus	0		0		0			1.0
Sukkupivirus	0		0		0			1.0
Sulfidibacter	0		0		0			1.0
Sulfitobacter	0		0		0			1.0
Sulfobacillus	0		0		0			1.0
Sulfodiicoccus	0		0		0			1.0
Sulfolobus	0		0		0			1.0
Sulfuracidifex	0		0		0			1.0
Suipoxvirus	0		0		0			1.0
Swingsia	0		0		0			1.0
Symbiobacterium	0		0		0			1.0
Symbiopectobacterium	0		0		0			1.0
Taranisvirus	0		0		0			1.0
Tardibacter	0		0		0			1.0
Tardiphaga	0		0		0			1.0
Tateyamaria	0		0		0			1.0
Tatlockia	0		0		0			1.0
Tatumella	0		0		0			1.0
Taupapillomavirus	0		0		0			1.0
Tautonia	0		0		0			1.0
Tannockella	0		0		0			1.0
Taylorella	0		0		0			1.0
Tegunavirus	0		0		0			1.0
Telluria	0		0		0			1.0
Tellurirhabdus	0		0		0			1.0
Telmatocola	0		0		0			1.0
Tenacibaculum	0		0		0			1.0
Tenuifilum	0		0		0			1.0
Tepidanaerobacter	0		0		0			1.0
Tepidibacter	0		0		0			1.0
Teetrevirus	0		0		0			1.0
Thioflavicoccus	0		0		0			1.0
Tannerella	0		0		0			1.0
Tanisvirus	0		0		0			1.0
Symmachiella	0		0		0			1.0
Synechococcus	0		0		0			1.0
Synechocystis	0		0		0			1.0
Syntrophobacter	0		0		0			1.0
Syntrophobotulus	0		0		0			1.0
Syntrophomonas	0		0		0			1.0
Syntrophotalea	0		0		0			1.0
Syntrophothermus	0		0		0			1.0
Tankvirus	0		0		0			1.0
Syntrophus	0		0		0			1.0
Tabrizicola	0		0		0			1.0
Tahibacter	0		0		0			1.0
Taipeivirus	0		0		0			1.0
Takahashivirus	0		0		0			1.0
Tamkungvirus	0		0		0			1.0
Tamlana	0		0		0			1.0
Tandoganvirus	0		0		0			1.0
Tangaroavirus	0		0		0			1.0
Tabernariusvirus	0		0		0			1.0
Streptobacillus	0		0		0			1.0
Thiohalobacter	0		0		0			1.0
Thiomicrorhabdus	0		0		0			1.0
Weizmannia	0		0		0			1.0
Wenxinia	0		0		0			1.0
Wenyingzhuangia	0		0		0			1.0
Wenzhouxiangella	0		0		0			1.0
Whispovirus	0		0		0			1.0
Whopevirus	0		0		0			1.0
Wielerella	0		0		0			1.0
Wifcevirus	0		0		0			1.0
Wigglesworthia	0		0		0			1.0
Wildcatvirus	0		0		0			1.0
Williamsoniiplasma	0		0		0			1.0
Wilnyevirus	0		0		0			1.0
Wilsonroadvirus	0		0		0			1.0
Winkia	0		0		0			1.0
Winklervirus	0		0		0			1.0
Winogradskyella	0		0		0			1.0
Wizardvirus	0		0		0			1.0
Weissella	0		0		0			1.0
Weeksella	0		0		0			1.0
Webervirus	0		0		0			1.0
Weaselvirus	0		0		0			1.0
Vibakivirus	0		0		0			1.0
Vibrio	0		0		0			1.0
Vipetofemvirus	0		0		0			1.0
Vipunavirus	0		0		0			1.0
Virgibacillus	0		0		0			1.0
Viridibacillus	0		0		0			1.0
Vitreoscilla	0		0		0			1.0
Vividuovirus	0		0		0			1.0
Woeseia	0		0		0			1.0
Vogesella	0		0		0			1.0
Vulgatibacter	0		0		0			1.0
Waddlia	0		0		0			1.0
Wadgaonvirus	0		0		0			1.0
Waikavirus	0		0		0			1.0
Wanchaivirus	0		0		0			1.0
Wansuia	0		28	1.0	37	0.0	False	1.0
Warsawvirus	0		0		0			1.0
Warwickvirus	0		0		0			1.0
Vulcanisaeta	0		0		0			1.0
Vhulanivirus	0		0		0			1.0
Wohlfahrtiimonas	0		0		0			1.0
Wolinella	0		0		0			1.0
Yokohamavirus	0		0		0			1.0
Yoloswagvirus	0		0		0			1.0
Yongloolinvirus	0		0		0			1.0
Yonseivirus	0		0		0			1.0
Yoonia	0		0		0			1.0
Youhaiella	0		0		0			1.0
Yushanvirus	0		0		0			1.0
Zetavirus	0		0		0			1.0
Zhaonella	0		0		0			1.0
Zhonglingvirus	0		0		0			1.0
Zhongshania	0		0		0			1.0
Zhouia	0		0		0			1.0
Zobellella	0		0		0			1.0
Zobellia	0		0		0			1.0
Zophobihabitans	0		0		0			1.0
Zunongwangia	0		0		0			1.0
Zurivirus	0		0		0			1.0
Yokenella	0		0		0			1.0
Yinghuangia	0		0		0			1.0
Yimella	0		0		0			1.0
Yersinia	0		0		0			1.0
Wotdevirus	0		0		0			1.0
Wphvirus	0		0		0			1.0
Wulfhauvirus	0		0		0			1.0
Xanthobacter	0		0		0			1.0
Xanthomonas	0		0		0			1.0
Xenorhabdus	0		0		0			1.0
Xiamenia	0		0		0			1.0
Xianfuyuplasma	0		0		0			1.0
Wolbachia	0		0		0			1.0
Xipdecavirus	0		0		0			1.0
Xuanwuvirus	0		0		0			1.0
Xylanimonas	0		0		0			1.0
Xylella	0		0		0			1.0
Xylophilus	0		0		0			1.0
Yangia	0		0		0			1.0
Yangvirus	0		0		0			1.0
Yatapoxvirus	0		0		0			1.0
Yeceytrevirus	0		0		0			1.0
Xooduovirus	0		0		0			1.0
Vespertilionpoxvirus	0		0		0			1.0
Vespertiliibacter	0		0		0			1.0
Vesivirus	0		0		0			1.0
Tomitella	0		0		0			1.0
Torchivirus	0		0		0			1.0
Toursvirus	0		0		0			1.0
Toutatisvirus	0		0		0			1.0
Trabulsiella	0		0		0			1.0
Traversvirus	0		0		0			1.0
Triatovirus	0		0		0			1.0
Trichlorobacter	0		0		0			1.0
Trichormus	0		0		0			1.0
Trichothermofontia	0		0		0			1.0
Trichovirus	0		0		0			1.0
Tritonibacter	0		0		0			1.0
Tritonvirus	0		0		0			1.0
Tropheryma	0		0		0			1.0
Truepera	0		0		0			1.0
Trueperella	0		0		0			1.0
Tsarbombavirus	0		0		0			1.0
Tolypothrix	0		0		0			1.0
Tolumonas	0		0		0			1.0
Tobamovirus	0		0		0			1.0
Tlsvirus	0		0		0			1.0
Thiomicrospira	0		0		0			1.0
Thiomonas	0		0		0			1.0
Thiopseudomonas	0		0		0			1.0
Thiospirochaeta	0		0		0			1.0
Thiosulfatimonas	0		0		0			1.0
Thiosulfativibrio	0		0		0			1.0
Thiothrix	0		0		0			1.0
Thiwvovirus	0		0		0			1.0
Tsukamurella	0		0		0			1.0
Thomasclavelia	0		0		0			1.0
Tichowtungia	0		0		0			1.0
Tidunavirus	0		0		0			1.0
Tiilvirus	0		0		0			1.0
Timquatrovirus	0		0		0			1.0
Timshelvirus	0		0		0			1.0
Tinduovirus	0		0		0			1.0
Tissierella	0		0		0			1.0
Tistrella	0		0		0			1.0
Tibrovirus	0		0		0			1.0
Tsuneonella	0		0		0			1.0
Tulanevirus	0		0		0			1.0
Tumebacillus	0		0		0			1.0
Uukuvirus	0		0		0			1.0
Vaginimicrobium	0		0		0			1.0
Vagococcus	0		0		0			1.0
Vallitalea	0		0		0			1.0
Vapseptimavirus	0		0		0			1.0
Varicellovirus	0		0		0			1.0
Variibacter	0		0		0			1.0
Variovorax	0		0		0			1.0
Usitatibacter	0		0		0			1.0
Varunaivibrio	0		0		0			1.0
Vedamuthuvirus	0		0		0			1.0
Velarivirus	0		0		0			1.0
Vellamovirus	0		0		0			1.0
Venatoribacter	0		0		0			1.0
Vequintavirus	0		0		0			1.0
Verminephrobacter	0		0		0			1.0
Verrucomicrobium	0		0		0			1.0
Vescimonas	0		0		9	0.0		1.0
Vectrevirus	0		0		0			1.0
Thiolapillus	0		0		0			1.0
Uruburuella	0		0		0			1.0
Urechidicola	0		0		0			1.0
Tunggulvirus	0		0		0			1.0
Tungrovirus	0		0		0			1.0
Tupanvirus	0		0		0			1.0
Turbidovirus	0		0		0			1.0
Turicimonas	0		35	1.0	31	0.0	False	1.0
Turneriella	0		0		0			1.0
Tuwongella	0		0		0			1.0
Twortvirus	0		0		0			1.0
Ureibacillus	0		0		0			1.0
Tybeckvirus	0		0		0			1.0
Tyzzerella	0		0		0			1.0
Uetakevirus	0		0		0			1.0
Uliginvirus	0		0		0			1.0
Unaquatrovirus	0		0		0			1.0
Undibacterium	0		0		0			1.0
Unicornvirus	0		0		0			1.0
Urbifossiella	0		0		0			1.0
Ureaplasma	0		0		0			1.0
Tymovirus	0		0		0			1.0
Streptantibioticus	0		0		0			1.0
Streptacidiphilus	0		0		0			1.0
Stormageddonvirus	0		0		0			1.0
Roseibacterium	0		0		0			1.0
Roseibium	0		0		0			1.0
Roseicitreum	0		0		0			1.0
Roseiflexus	0		0		0			1.0
Roseimaritima	0		0		0			1.0
Roseimicrobium	0		0		0			1.0
Roseitalea	0		0		0			1.0
Roseivivax	0		0		0			1.0
Rosemountvirus	0		0		0			1.0
Rosenblumvirus	0		0		0			1.0
Roseobacter	0		0		0			1.0
Roseococcus	0		0		0			1.0
Roseolovirus	0		0		0			1.0
Roseomonas	0		0		0			1.0
Roseovarius	0		0		0			1.0
Rosistilla	0		0		0			1.0
Rossellomorea	0		0		0			1.0
Roseburia	0		0		0			1.0
Roseateles	0		0		0			1.0
Rosavirus	0		0		0			1.0
Rosariovirus	0		0		0			1.0
Rhodopseudomonas	0		0		0			1.0
Rhodospirillum	0		0		0			1.0
Rhodothermus	0		0		0			1.0
Rhodovastum	0		0		0			1.0
Rhodovulum	0		0		0			1.0
Richelia	0		0		0			1.0
Rickettsia	0		0		0			1.0
Rickettsiella	0		0		0			1.0
Roufvirus	0		0		0			1.0
Riemerella	0		0		0			1.0
Rimavirus	0		0		0			1.0
Rippkaea	0		0		0			1.0
Risjevirus	0		0		0			1.0
Rivularia	0		0		0			1.0
Robiginitalea	0		0		0			1.0
Rodentibacter	0		0		0			1.0
Rogunavirus	0		0		0			1.0
Ronaldovirus	0		0		0			1.0
Rigallicvirus	0		0		0			1.0
Rhodoplanes	0		0		0			1.0
Rouxiella	0		0		0			1.0
Rtpvirus	0		0		0			1.0
Saccharomonospora	0		0		0			1.0
Saccharophagus	0		0		0			1.0
Saccharopolyspora	0		0		0			1.0
Saccharospirillum	0		0		0			1.0
Saccharothrix	0		0		0			1.0
Saclayvirus	0		0		0			1.0
Sadwavirus	0		0		0			1.0
Sagittula	0		0		0			1.0
Saguarovirus	0		0		0			1.0
Saikungvirus	0		0		0			1.0
Salacisavirus	0		0		0			1.0
Salaquimonas	0		0		0			1.0
Salarchaeum	0		0		0			1.0
Salasvirus	0		0		0			1.0
Salchichonvirus	0		0		0			1.0
Salegentibacter	0		0		0			1.0
Salicibibacter	0		0		0			1.0
Saccharolobus	0		0		0			1.0
Saccharobesus	0		0		0			1.0
Saccharibacillus	0		0		0			1.0
Sabulilitoribacter	0		0		0			1.0
Ruania	0		0		0			1.0
Rubinisphaera	0		0		0			1.0
Rubivirus	0		0		0			1.0
Rubripirellula	0		0		0			1.0
Rubrivivax	0		0		0			1.0
Rubrobacter	0		0		0			1.0
Rudivirus	0		0		0			1.0
Ruegeria	0		0		0			1.0
Rowavirus	0		0		0			1.0
Rufibacter	0		0		0			1.0
Rugamonas	0		0		0			1.0
Rugosibacter	0		0		0			1.0
Ruminiclostridium	0		0		0			1.0
Ruminococcus	0		0		5	0.8		1.0
Rummeliibacillus	0		0		0			1.0
Runella	0		0		0			1.0
Ruthenibacterium	0		1	1.0	0			1.0
Sabourvirus	0		0		0			1.0
Ruficoccus	0		0		0			1.0
Rhodopirellula	0		0		0			1.0
Rhodophyticola	0		0		0			1.0
Rhodomicrobium	0		0		0			1.0
Psychrobacter	0		0		0			1.0
Psychroflexus	0		0		0			1.0
Psychromicrobium	0		0		0			1.0
Psychromonas	0		0		0			1.0
Psychroserpens	0		0		0			1.0
Psychrosphaera	0		0		0			1.0
Pukyongia	0		0		0			1.0
Pukyongiella	0		0		0			1.0
Pullulanibacillus	0		0		0			1.0
Pulverervirus	0		0		0			1.0
Pulveribacter	0		0		0			1.0
Punavirus	0		0		0			1.0
Puppervirus	0		0		0			1.0
Pusillimonas	0		0		0			1.0
Pyramidobacter	0		0		0			1.0
Pyrobaculum	0		0		0			1.0
Pyrococcus	0		0		0			1.0
Psychrobacillus	0		0		0			1.0
Pseudoxanthomonas	0		0		0			1.0
Pseudovibrio	0		0		0			1.0
Pseudothermotoga	0		0		0			1.0
Pseudofrankia	0		0		0			1.0
Pseudogulbenkiania	0		0		0			1.0
Pseudohalocynthiibacter	0		0		0			1.0
Pseudohongiella	0		0		0			1.0
Pseudolabrys	0		0		0			1.0
Pseudoleptotrichia	0		0		0			1.0
Pseudolysobacter	0		0		0			1.0
Pseudonocardia	0		0		0			1.0
Pyrodictium	0		0		0			1.0
Pseudooceanicola	0		0		0			1.0
Pseudoprevotella	0		0		0			1.0
Pseudopuniceibacterium	0		0		0			1.0
Pseudorhizobium	0		0		0			1.0
Pseudorhodobacter	0		0		0			1.0
Pseudorhodoplanes	0		0		0			1.0
Pseudosulfitobacter	0		0		0			1.0
Pseudotevenvirus	0		0		0			1.0
Leuconostoc	0		0		0			1.0
Pseudopedobacter	0		0		0			1.0
Pyrolobus	0		0		0			1.0
Pyruvatibacter	0		0		0			1.0
Pyxidicoccus	0		0		0			1.0
Reichenbachiella	0		0		0			1.0
Reinekea	0		0		0			1.0
Renibacterium	0		0		0			1.0
Respirovirus	0		0		0			1.0
Rhadinovirus	0		0		0			1.0
Rheavirus	0		0		0			1.0
Rheinheimera	0		0		0			1.0
Rhizobacter	0		0		0			1.0
Refugevirus	0		0		0			1.0
Rhizobium	0		0		0			1.0
Rhodanobacter	0		0		0			1.0
Rhodobaca	0		0		0			1.0
Rhodobacter	0		0		0			1.0
Rhodocaloribacter	0		0		0			1.0
Rhodococcus	0		0		0			1.0
Rhodocytophaga	0		0		0			1.0
Rhodoferax	0		0		0			1.0
Rhodoluna	0		0		0			1.0
Rhizorhabdus	0		0		0			1.0
Salidesulfovibrio	0		0		0			1.0
Ravarandavirus	0		0		0			1.0
Rasiella	0		0		0			1.0
Qingdaovirus	0		0		0			1.0
Qingshengfaniella	0		0		0			1.0
Qipengyuania	0		0		0			1.0
Quadrivirus	0		0		0			1.0
Quatrionicoccus	0		0		0			1.0
Quesadillavirus	0		0		0			1.0
Quwivirus	0		0		0			1.0
Radiobacillus	0		0		0			1.0
Rathayibacter	0		0		0			1.0
Rahariannevirus	0		0		0			1.0
Raineyella	0		0		0			1.0
Raleighvirus	0		0		0			1.0
Ralstonia	0		0		0			1.0
Ramlibacter	0		0		0			1.0
Ranavirus	0		0		0			1.0
Raoultella	0		0		0			1.0
Raoultibacter	0		0		0			1.0
Raphidovirus	0		0		0			1.0
Rahnella	0		0		0			1.0
Salimicrobium	0		0		0			1.0
Salinarchaeum	0		0		0			1.0
Salinibacter	0		0		0			1.0
Skermanella	0		0		0			1.0
Skermania	0		0		0			1.0
Skogvirus	0		0		0			1.0
Skunavirus	0		0		0			1.0
Slackia	0		0		0			1.0
Slashvirus	0		0		0			1.0
Slepowronvirus	0		0		0			1.0
Slopekvirus	0		0		0			1.0
Sneathia	0		0		0			1.0
Sneathiella	0		0		0			1.0
Snodgrassella	0		0		0			1.0
Sodalis	0		0		0			1.0
Sokavirus	0		0		0			1.0
Solibacillus	0		0		0			1.0
Solicola	0		0		0			1.0
Solidesulfovibrio	0		0		0			1.0
Solimonas	0		0		0			1.0
Skatevirus	0		0		0			1.0
Siovirus	0		0		0			1.0
Siophivirus	0		0		0			1.0
Sinorhizobium	0		0		0			1.0
Sigmavirus	0		0		0			1.0
Silicimonas	0		0		0			1.0
Silvanigrella	0		0		0			1.0
Silviavirus	0		0		0			1.0
Silvimonas	0		0		0			1.0
Simiaoa	0		0		0			1.0
Simiduia	0		0		0			1.0
Simiispumavirus	0		0		0			1.0
Solitalea	0		0		0			1.0
Siminovitchia	0		0		0			1.0
Simonsiella	0		0		0			1.0
Simplexvirus	0		0		0			1.0
Simplicispira	0		0		0			1.0
Singulisphaera	0		0		0			1.0
Sinimarinibacterium	0		0		0			1.0
Siniperhavirus	0		0		0			1.0
Sinomicrobium	0		0		0			1.0
Sinomonas	0		0		0			1.0
Simkania	0		0		0			1.0
Solwaraspora	0		0		0			1.0
Sopolycivirus	0		0		0			1.0
Sorangium	0		0		0			1.0
Sporofaciens	0		0		0			1.0
Sporolactobacillus	0		0		0			1.0
Sporomusa	0		0		0			1.0
Sporosarcina	0		0		0			1.0
Squashvirus	0		0		0			1.0
Stackebrandtia	0		0		0			1.0
Stanieria	0		0		0			1.0
Staphylospora	0		0		0			1.0
Spongiibacter	0		0		0			1.0
Staphylothermus	0		0		0			1.0
Starkeya	0		0		0			1.0
Steinhofvirus	0		0		0			1.0
Stella	0		0		0			1.0
Stenotrophomonas	0		0		0			1.0
Steroidobacter	0		0		0			1.0
Sterolibacterium	0		0		0			1.0
Stieleria	0		0		0			1.0
Stigmatella	0		0		0			1.0
Stappia	0		0		0			1.0
Sideroxydans	0		0		0			1.0
Spongiactinospora	0		0		0			1.0
Spiroplasma	0		0		0			1.0
Sparkyvirus	0		0		0			1.0
Spartinivicinus	0		0		0			1.0
Sphaerisporangium	0		0		0			1.0
Sphaerobacter	0		0		0			1.0
Sphaerochaeta	0		0		0			1.0
Sphaerospermopsis	0		0		0			1.0
Sphaerotilus	0		0		0			1.0
Sphingobacterium	0		0		0			1.0
Spirosoma	0		0		0			1.0
Sphingobium	0		0		0			1.0
Sphingomonas	0		0		0			1.0
Sphingopyxis	0		0		0			1.0
Sphingorhabdus	0		0		0			1.0
Sphingosinicella	0		0		0			1.0
Sphingosinithalassobacter	0		0		0			1.0
Spiractinospora	0		0		0			1.0
Spiribacter	0		0		0			1.0
Spirochaeta	0		0		0			1.0
Sphingomicrobium	0		0		0			1.0
Pseudodesulfovibrio	0		0		0			1.0
Sideroxyarcus	0		0		0			1.0
Siansivirga	0		0		0			1.0
Samsavirus	0		0		0			1.0
Samwavirus	0		0		0			1.0
Sandaracinobacteroides	0		0		0			1.0
Sandaracinus	0		0		0			1.0
Sandinevirus	0		0		0			1.0
Sanguibacter	0		0		0			1.0
Sanovirus	0		0		0			1.0
Sansavirus	0		0		0			1.0
Santafevirus	0		0		0			1.0
Saphexavirus	0		0		0			1.0
Saprospira	0		0		0			1.0
Sarcina	0		0		0			1.0
Sarumanvirus	0		0		0			1.0
Scandinavium	0		0		0			1.0
Scardovia	0		0		0			1.0
Schiekvirus	0		0		0			1.0
Schizotequatrovirus	0		0		0			1.0
Salvovirus	0		0		0			1.0
Salmonpoxvirus	0		0		0			1.0
Salmonella	0		0		0			1.0
Salmondvirus	0		0		0			1.0
Salinibacterium	0		0		0			1.0
Salinicoccus	0		0		0			1.0
Salinicola	0		0		0			1.0
Salinigranum	0		0		0			1.0
Salinimicrobium	0		0		0			1.0
Salinimonas	0		0		0			1.0
Saliniradius	0		0		0			1.0
Salinirubellus	0		0		0			1.0
Schleiferilactobacillus	0		0		0			1.0
Salinisphaera	0		0		0			1.0
Salinispora	0		0		0			1.0
Salinivibrio	0		0		0			1.0
Salinivirga	0		0		0			1.0
Salipaludibacillus	0		0		0			1.0
Saliphagus	0		0		0			1.0
Salipiger	0		0		0			1.0
Salisediminibacterium	0		0		0			1.0
Salivirus	0		0		0			1.0
Salinispira	0		0		0			1.0
Schnuerera	0		0		0			1.0
Sclerotimonavirus	0		0		0			1.0
Scophrhavirus	0		0		0			1.0
Serpentinicella	0		0		0			1.0
Serpentinimonas	0		0		0			1.0
Serratia	0		0		0			1.0
Seunavirus	0		0		0			1.0
Seuratvirus	0		0		0			1.0
Sextaecvirus	0		0		0			1.0
Shalavirus	0		0		0			1.0
Shamshuipovirus	0		0		0			1.0
Serinicoccus	0		0		0			1.0
Shandvirus	0		0		0			1.0
Sheenvirus	0		0		0			1.0
Shenzhenvirus	0		0		0			1.0
Sherbrookevirus	0		0		0			1.0
Shewanella	0		0		0			1.0
Shigella	0		0		1	1.0		1.0
Shimwellia	0		0		0			1.0
Shinella	0		0		0			1.0
Shirahamavirus	0		0		0			1.0
Shapirovirus	0		0		0			1.0
Siccibacter	0		0		0			1.0
Sepunavirus	0		0		0			1.0
Seoulvirus	0		0		0			1.0
Scutavirus	0		0		0			1.0
Scytonema	0		0		0			1.0
Sebaldella	0		0		0			1.0
Secundilactobacillus	0		0		0			1.0
Sedimentibacter	0		0		0			1.0
Sedimenticola	0		0		0			1.0
Sedimentisphaera	0		0		0			1.0
Sediminibacillus	0		0		0			1.0
Septimatrevirus	0		0		0			1.0
Sediminibacterium	0		0		0			1.0
Sediminicola	0		0		0			1.0
Sediminispirochaeta	0		0		0			1.0
Sedonavirus	0		0		0			1.0
Segniliparus	0		0		0			1.0
Segzyvirus	0		0		0			1.0
Selenomonas	0		0		0			1.0
Senquatrovirus	0		0		0			1.0
Seonamhaeicola	0		0		0			1.0
Sediminicoccus	0		0		0			1.0
Leucobacter	0		0		0			1.0
Lentavirus	0		0		0			1.0
Leptotrichia	0		0		0			1.0
Candidatus_Korarchaeum	0		0		0			1.0
Candidatus_Koribacter	0		0		0			1.0
Candidatus_Kuenenia	0		0		0			1.0
Candidatus_Mancarchaeum	0		0		0			1.0
Candidatus_Megaira	0		0		0			1.0
Candidatus_Methanoliparum	0		0		0			1.0
Candidatus_Methanomethylophilus	0		0		0			1.0
Candidatus_Methanoplasma	0		0		0			1.0
Candidatus_Methylopumilus	0		0		0			1.0
Candidatus_Methylospira	0		0		0			1.0
Candidatus_Micrarchaeum	0		0		0			1.0
Candidatus_Midichloria	0		0		0			1.0
Candidatus_Mikella	0		0		0			1.0
Candidatus_Minimicrobia	0		0		0			1.0
Candidatus_Moranella	0		0		0			1.0
Candidatus_Mycosynbacter	0		0		0			1.0
Candidatus_Nanohalobium	0		0		0			1.0
Candidatus_Kinetoplastibacterium	0		0		0			1.0
Candidatus_Karelsulcia	0		0		0			1.0
Candidatus_Ishikawaella	0		0		0			1.0
Candidatus_Ichthyocystis	0		0		0			1.0
Candidatus_Cytomitobacter	0		0		0			1.0
Candidatus_Deianiraea	0		0		0			1.0
Candidatus_Desulfofervidus	0		0		0			1.0
Candidatus_Desulforudis	0		0		0			1.0
Candidatus_Doolittlea	0		0		0			1.0
Candidatus_Endolissoclinum	0		0		0			1.0
Candidatus_Endoriftia	0		0		0			1.0
Candidatus_Fokinia	0		0		0			1.0
Candidatus_Nanopelagicus	0		0		0			1.0
Candidatus_Fonsibacter	0		0		0			1.0
Candidatus_Fukatsuia	0		0		0			1.0
Candidatus_Gromoviella	0		0		0			1.0
Candidatus_Gullanella	0		0		0			1.0
Candidatus_Hamiltonella	0		0		0			1.0
Candidatus_Hepatoplasma	0		0		0			1.0
Candidatus_Hoaglandella	0		0		0			1.0
Candidatus_Hodgkinia	0		0		0			1.0
Candidatus_Hydrogenosomobacter	0		0		0			1.0
Candidatus_Formimonas	0		0		0			1.0
Candidatus_Contubernalis	0		0		0			1.0
Candidatus_Nanosynbacter	0		0		0			1.0
Candidatus_Nasuia	0		0		0			1.0
Candidatus_Profftia	0		0		0			1.0
Candidatus_Prometheoarchaeum	0		0		0			1.0
Candidatus_Promineifilum	0		0		0			1.0
Candidatus_Protochlamydia	0		0		0			1.0
Candidatus_Pseudothioglobus	0		0		0			1.0
Candidatus_Puniceispirillum	0		0		0			1.0
